model,fixture,config,status,stop_reason,steps,tool_calls,validated_findings,llm_findings,solved,expected_vuln,detected,loop_detected,watchdog_trips,wall_s,budget_tokens,budget_cost,llm_tokens_in,llm_tokens_out,llm_calls,output_dir
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-018,C1_only,no_validated_findings,finished,7,5,0,1,False,XSS,1,0,0,21.41,1400,0.003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-018_dispatcher_mixed_default_20260627T123423Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-018,C2_only,no_validated_findings,finished,14,12,0,1,False,XSS,1,0,0,65.01,6400,0.015,116029,491,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-018_dispatcher_mixed_default_20260627T123446Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-018,C3_only,no_validated_findings,finished,11,10,0,1,False,XSS,1,0,0,82.39,7300,0.017,116117,462,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-018_dispatcher_mixed_default_20260627T123552Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-018,all,no_validated_findings,finished,18,17,0,1,False,XSS,1,0,0,402.41,8300,0.019000000000000003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-018_dispatcher_mixed_default_20260627T123716Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-019,baseline,no_validated_findings,finished,11,8,0,1,False,HTTP Request Smuggling,1,0,0,87.23,3300,0.007,88577,563,11,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-019_dispatcher_mixed_default_20260627T124400Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-019,C1_only,no_validated_findings,finished,7,3,0,1,False,HTTP Request Smuggling,1,0,0,25.88,1400,0.003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-019_dispatcher_mixed_default_20260627T124529Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-019,C2_only,no_validated_findings,finished,12,9,0,1,False,HTTP Request Smuggling,1,0,0,76.54,3300,0.007,96687,609,12,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-019_dispatcher_mixed_default_20260627T124556Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-019,C3_only,no_validated_findings,finished,33,31,0,1,False,HTTP Request Smuggling,1,0,0,150.26,3300,0.007,459569,2369,33,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-019_dispatcher_mixed_default_20260627T124714Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-019,all,no_validated_findings,finished,16,10,0,0,False,HTTP Request Smuggling,0,0,0,60.77,2800,0.006,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-019_dispatcher_mixed_default_20260627T124946Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-020,baseline,no_validated_findings,finished,14,12,0,1,False,SSTI,1,0,0,57.25,6400,0.015,116219,544,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-020_dispatcher_mixed_default_20260627T125048Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-020,C1_only,no_validated_findings,finished,20,17,0,1,False,SSTI,1,0,0,66.93,11400,0.027000000000000003,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-020_dispatcher_mixed_default_20260627T125147Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-020,C2_only,no_validated_findings,finished,14,12,0,1,False,SSTI,1,0,0,43.58,6400,0.015,116207,536,14,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-020_dispatcher_mixed_default_20260627T125256Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-020,C3_only,no_validated_findings,finished,17,16,0,1,False,SSTI,1,0,0,51.86,7800,0.018000000000000002,188303,643,17,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-020_dispatcher_mixed_default_20260627T125341Z
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,web-020,all,no_validated_findings,finished,13,12,0,1,False,SSTI,1,0,0,42.73,6400,0.015,0,0,0,/root/DACN/outputs/runs_custom_Qwen_Qwen3-235B-A22B-Instruct-2507-tput/web-020_dispatcher_mixed_default_20260627T125434Z
